"Student_ID","Gender","Hours_Studied","Previous_Score","Final_Score"
1954,"Female",3.6,61,89
1955,"Male",4.3,59,78
1956,"Female",4.9,57,93
1957,"Male",3.2,35,72
1958,"Female",1.4,72,64
1959,"Male",3.1,66,82
1960,"Female",1.6,42,54
1961,"Male",5.5,60,93
1962,"Male",7.3,74,100
1963,"Male",2.8,78,82
1964,"Male",3.2,85,89
1965,"Female",3.2,54,86
1966,"Male",5.7,70,90
1967,"Female",4.5,74,91
1968,"Female",5.2,52,93
1969,"Female",5.7,66,96
1970,"Female",4.9,63,89
1971,"Male",5.2,73,89
1972,"Male",2.8,63,72
1973,"Male",4.4,58,81
1974,"Female",3.6,65,87
1975,"Male",2.5,49,75
1976,"Male",2.7,67,84
1977,"Female",5.9,56,88
1978,"Male",2.5,65,72
1979,"Male",3.9,62,87
1980,"Female",6,63,97
1981,"Male",5,53,81
1982,"Female",5.5,59,93
1983,"Male",5,56,79
1984,"Female",4.3,66,85
1985,"Male",1.2,80,68
1986,"Female",3.6,66,77
1987,"Female",2.4,48,68
1988,"Male",3.9,48,79
1989,"Female",7.6,60,100
1990,"Male",4.7,70,91
1991,"Male",3.4,74,80
1992,"Male",5.8,49,86
1993,"Female",5.2,61,96
1994,"Female",4.4,61,78
1995,"Male",4.2,59,83
1996,"Female",4.3,48,70
1997,"Female",4.4,66,86
1998,"Male",5.4,41,88
1999,"Female",4.7,67,87
2000,"Male",3.6,44,76
2001,"Male",5.8,57,90
2002,"Male",3.5,59,82
2003,"Male",6.5,53,94
2004,"Female",3,54,79
2005,"Female",5.6,65,93
2006,"Male",6.4,73,100
2007,"Male",6.3,60,93
2008,"Male",4.3,54,88
2009,"Female",5.5,53,90
2010,"Male",1.3,67,70
2011,"Male",5.2,55,97
2012,"Male",4.3,45,84
2013,"Female",5.4,60,96
2014,"Female",4.7,69,85
2015,"Male",6.4,65,98
2016,"Female",4.2,77,92
2017,"Male",5.6,85,99
2018,"Female",4.3,66,88
2019,"Female",5.5,58,85
2020,"Female",2.7,73,81
2021,"Female",5.4,67,95
2022,"Male",3.9,81,87
2023,"Male",5.1,63,91
2024,"Male",3.2,58,74
2025,"Female",5.3,68,83
2026,"Male",9,62,100
2027,"Female",6.8,64,95
2028,"Male",6,73,98
2029,"Female",3.6,47,73
2030,"Female",5,54,95
2031,"Male",4.3,53,82
2032,"Female",1.5,51,73
2033,"Male",4.1,61,85
2034,"Female",4,55,84
2035,"Male",4.4,67,86
2036,"Female",3.7,73,90
2037,"Male",5.5,53,80
2038,"Male",7.4,64,100
2039,"Male",6.2,63,97
2040,"Female",5.5,51,89
2041,"Female",4.6,63,85
2042,"Male",4.6,52,80
2043,"Female",6.2,49,80
2044,"Male",6.4,42,91
2045,"Female",3.6,77,82
2046,"Female",5.9,59,87
2047,"Female",2.7,57,85
2048,"Female",2.7,74,77
2049,"Male",6.9,81,100
2050,"Male",4.6,53,80
2051,"Male",4.6,48,90
2052,"Male",6,59,95
2053,"Female",4.2,45,76
2054,"Female",3.2,54,82
2055,"Female",4.7,59,87
2056,"Female",1.9,55,66
2057,"Female",3.8,77,85
2058,"Male",4.3,62,88
2059,"Female",2.3,61,78
2060,"Female",4.8,77,94
2061,"Male",3.4,75,87
2062,"Male",6.2,57,98
2063,"Male",4.1,60,86
2064,"Female",2.9,50,77
2065,"Male",4.9,53,87
2066,"Female",4.4,46,75
2067,"Male",4.6,67,86
2068,"Female",4.8,58,87
2069,"Male",3.9,66,82
2070,"Male",4,58,87
2071,"Male",5.5,45,90
2072,"Male",6.9,49,100
2073,"Male",1.6,67,79
2074,"Female",4.3,52,78
2075,"Female",6,46,84
2076,"Female",2.7,44,64
2077,"Male",6.3,54,95
2078,"Male",3.9,63,77
2079,"Female",5.6,57,81
2080,"Male",6.7,55,100
2081,"Female",5.8,59,92
2082,"Male",6.3,61,100
2083,"Male",1.2,69,72
2084,"Male",2.6,61,77
2085,"Female",5.4,59,84
2086,"Male",3.1,56,83
2087,"Female",3.7,50,80
2088,"Male",6.6,59,100
2089,"Female",4.7,46,85
2090,"Male",4.6,75,97
2091,"Female",4.1,62,85
2092,"Male",2.1,41,62
2093,"Male",1.7,47,68
2094,"Female",4.2,67,81
2095,"Female",5,37,81
2096,"Male",2.5,67,74
2097,"Male",1.8,63,60
2098,"Male",6.4,53,88
2099,"Female",5.3,54,96
2100,"Male",5.2,47,87
2101,"Female",5.9,48,87
2102,"Female",5.3,56,86
2103,"Male",2.9,45,74
2104,"Female",6.4,57,89
2105,"Female",2.6,54,74
2106,"Female",3.8,62,84
2107,"Male",5,65,92
2108,"Female",4.9,63,92
2109,"Female",5.4,66,90
2110,"Female",5.8,62,93
2111,"Female",3.3,54,80
2112,"Female",2.6,58,75
2113,"Female",2.7,74,79
2114,"Male",5.4,76,95
2115,"Female",3.8,65,79
2116,"Male",5.1,50,86
2117,"Male",6.3,63,100
2118,"Male",3.5,72,84
2119,"Female",5.9,49,89
2120,"Male",3.5,71,80
2121,"Male",5.4,45,85
2122,"Male",4.6,58,82
2123,"Male",3.2,73,84
2124,"Male",5.9,60,98
2125,"Female",5.6,67,92
2126,"Male",3.2,59,76
2127,"Female",4.6,52,83
2128,"Male",8.3,73,100
2129,"Male",3.4,64,81
2130,"Female",4.2,55,71
2131,"Female",6.6,47,90
2132,"Male",2.8,63,81
2133,"Male",8.1,56,100
2134,"Male",3.5,67,79
2135,"Female",3.7,70,75
2136,"Male",4.4,79,90
2137,"Female",6.1,60,99
2138,"Male",9.4,62,100
2139,"Female",5.2,56,96
2140,"Female",5.4,53,90
2141,"Female",2.4,36,64
2142,"Male",4.7,48,83
2143,"Female",1,66,62
2144,"Male",4.1,76,85
2145,"Female",6.7,46,81
2146,"Female",4.2,67,76
2147,"Female",4.4,56,89
2148,"Female",4.6,68,80
2149,"Male",4.3,77,87
2150,"Male",4.7,50,88
2151,"Female",2.2,39,69
2152,"Male",3.8,57,84
2153,"Male",4,67,84
2154,"Male",5.4,70,93
2155,"Male",4.8,65,82
2156,"Male",3.4,59,79
2157,"Female",5.8,91,100
2158,"Male",6.3,70,98
2159,"Female",2.6,56,84
2160,"Male",4.8,62,86
2161,"Female",3.4,68,86
2162,"Male",3.6,65,77
2163,"Male",5.1,60,84
2164,"Male",5.8,62,84
2165,"Male",5.1,65,95
2166,"Female",3.7,54,72
2167,"Female",6.2,57,87
2168,"Female",6,68,94
2169,"Male",3,56,62
2170,"Male",5,66,88
2171,"Female",2.8,49,65
2172,"Male",6.7,69,100
2173,"Male",4.9,73,91
2174,"Male",6.1,55,93
2175,"Male",5.1,44,90
2176,"Female",4.3,63,82
2177,"Male",5.6,62,95
2178,"Male",2.8,44,73
2179,"Male",2.4,66,79
2180,"Male",3.6,40,65
2181,"Female",4.9,52,90
2182,"Male",3.9,76,92
2183,"Female",3.8,68,95
2184,"Female",5.9,61,92
2185,"Male",3.7,32,75
2186,"Male",6,61,93
2187,"Female",3.3,49,85
2188,"Female",4.1,60,76
2189,"Female",3.3,61,76
2190,"Male",3.9,65,84
2191,"Male",2.8,57,67
2192,"Female",5.2,58,88
2193,"Male",6.3,55,94
2194,"Female",4.9,61,92
2195,"Female",7.1,53,100
2196,"Male",2,66,66
2197,"Female",3.4,50,85
2198,"Female",5.3,47,83
2199,"Male",5.5,59,96
2200,"Female",5,55,83
2201,"Male",7.1,64,100
2202,"Male",7,45,92
2203,"Female",2.3,63,77
2204,"Male",3.9,70,83
2205,"Female",2.3,51,70
2206,"Female",3,68,86
2207,"Male",4.9,68,89
2208,"Male",5,66,88
2209,"Male",3.3,49,75
2210,"Male",5,57,88
2211,"Female",3.4,63,76
2212,"Female",4.9,46,89
2213,"Male",4.7,52,82
2214,"Male",4.1,65,83
2215,"Female",3.1,71,80
2216,"Female",3.8,63,77
2217,"Male",5.2,55,91
2218,"Male",3.8,54,75
2219,"Female",4,79,94
2220,"Female",2.9,57,71
2221,"Female",3.8,67,75
2222,"Female",4.5,49,81
2223,"Male",3.4,50,75
2224,"Female",3.9,56,81
2225,"Female",2.8,64,77
2226,"Female",5.6,69,86
2227,"Female",7.8,60,100
2228,"Female",3.9,65,81
2229,"Male",5.2,59,93
2230,"Male",6.9,63,100
2231,"Male",3.9,46,73
2232,"Female",3.9,61,82
2233,"Male",5.5,58,93
2234,"Male",3.1,58,79
2235,"Female",4.2,54,77
2236,"Male",3.7,77,80
2237,"Female",3,52,78
2238,"Male",5.1,57,88
2239,"Female",4.3,52,86
2240,"Male",7.8,57,100
2241,"Male",0.2,65,64
2242,"Female",5.5,38,87
2243,"Male",3.3,58,81
2244,"Male",4.1,57,76
2245,"Female",2.9,49,79
2246,"Female",5.4,58,86
2247,"Male",6.5,63,100
2248,"Female",5.2,63,81
2249,"Male",3.1,55,78
2250,"Female",6.9,83,100
2251,"Male",4.3,57,79
2252,"Male",4.8,44,75
2253,"Male",4.4,54,80
2254,"Male",4.2,70,96
2255,"Female",4.6,52,82
2256,"Male",3,59,80
2257,"Male",6.2,56,85
2258,"Female",5.5,53,92
2259,"Male",4.6,73,92
2260,"Male",5.9,41,89
2261,"Female",2.7,60,73
2262,"Female",6.1,58,86
2263,"Female",4.8,74,93
2264,"Female",5.3,59,93
2265,"Female",3.8,70,88
2266,"Female",3.3,62,84
2267,"Female",3.7,52,87
2268,"Male",6.1,64,99
2269,"Female",6.1,49,88
2270,"Male",6.8,48,91
2271,"Male",4.4,72,78
2272,"Male",3.4,62,78
2273,"Female",6.7,44,95
2274,"Female",2.2,54,72
2275,"Female",4.3,66,90
2276,"Female",5.4,63,96
2277,"Male",2.8,56,80
2278,"Female",2.2,51,82
2279,"Male",5.2,57,92
2280,"Female",6.9,69,98
2281,"Female",3.4,54,75
2282,"Male",3.5,70,91
2283,"Female",3.1,67,81
2284,"Female",6.7,57,100
2285,"Male",3.4,42,73
2286,"Male",3.2,52,73
2287,"Female",3.3,67,86
2288,"Female",3.6,78,77
2289,"Female",3.6,68,83
2290,"Female",5.4,50,77
2291,"Female",5,62,94
2292,"Female",5.2,56,85
2293,"Male",3.6,54,77
2294,"Female",5.6,49,92
2295,"Female",0,52,53
2296,"Male",6.2,68,89
2297,"Male",4.8,79,93
2298,"Female",3.9,66,82
2299,"Female",5.2,48,89
2300,"Female",2.7,53,76
2301,"Female",3.6,81,90
2302,"Male",4.7,55,78
2303,"Male",2.2,52,80
2304,"Male",4.4,55,73
2305,"Male",4.4,84,96
2306,"Male",4.1,64,79
2307,"Female",2.6,57,69
2308,"Female",6.3,71,100
2309,"Female",2.3,46,69
2310,"Female",2.3,59,71
2311,"Female",3.6,67,77
2312,"Female",6.8,49,95
2313,"Female",4.7,55,89
2314,"Female",4.9,64,89
2315,"Female",4.2,46,81
2316,"Female",4.9,40,84
2317,"Male",5.4,57,89
2318,"Female",5.6,80,95
2319,"Male",6.6,52,90
2320,"Male",3.3,46,82
2321,"Male",4.3,59,92
2322,"Female",5.1,72,96
2323,"Male",5.7,51,81
2324,"Female",4,66,87
2325,"Male",5.5,57,94
2326,"Male",3.7,40,74
2327,"Male",4,59,73
2328,"Female",6,63,99
2329,"Female",1.7,58,69
2330,"Male",4.8,61,88
2331,"Male",5.9,51,92
2332,"Male",4,53,77
2333,"Male",5.4,59,95
2334,"Female",3.4,73,96
2335,"Male",4.8,47,91
2336,"Female",4.5,52,85
2337,"Female",4.5,60,76
2338,"Male",2.6,48,61
2339,"Male",4.3,47,82
2340,"Male",3.3,57,79
2341,"Male",4,55,80
2342,"Male",6,66,97
2343,"Female",3.7,56,82
2344,"Male",4.5,45,81
2345,"Female",4.7,85,96
2346,"Male",4.2,55,93
2347,"Male",5.7,84,94
2348,"Female",4.4,51,78
2349,"Female",4.7,65,81
2350,"Male",3.2,54,76
2351,"Male",3.9,71,87
2352,"Female",3.5,54,81
2353,"Male",5.2,60,90
2354,"Female",6.2,65,82
2355,"Male",3.8,57,82
2356,"Male",1.2,53,62
2357,"Female",3.2,58,70
2358,"Male",3.1,41,77
2359,"Male",6.3,58,98
2360,"Female",4.7,55,87
2361,"Male",6.8,60,98
2362,"Female",5.1,44,80
2363,"Male",2.2,66,81
2364,"Female",5.2,59,100
2365,"Female",3.4,49,80
2366,"Female",4.5,73,86
2367,"Male",4.3,59,87
2368,"Female",4.3,43,77
2369,"Female",4,75,85
2370,"Female",7.4,54,97
2371,"Male",6.8,62,93
2372,"Female",3.2,76,86
2373,"Male",4.8,67,94
2374,"Female",6.2,61,96
2375,"Male",6.2,63,98
2376,"Male",3.2,55,78
2377,"Male",6.6,69,99
2378,"Female",3.4,62,85
2379,"Female",4.7,54,79
2380,"Female",4.8,55,92
2381,"Male",1.6,65,70
2382,"Female",4.3,51,79
2383,"Female",1.3,67,72
2384,"Male",1.6,68,70
2385,"Female",5,50,82
2386,"Female",5,72,88
2387,"Female",6,56,93
2388,"Female",5.1,75,100
2389,"Female",3.5,64,79
2390,"Male",3.3,45,66
2391,"Male",5.7,67,92
2392,"Male",6.7,52,96
2393,"Female",5.7,55,87
2394,"Male",4.8,64,85
2395,"Male",4.4,70,95
2396,"Female",6.9,55,94
2397,"Female",0.8,61,69
2398,"Female",6,44,86
2399,"Male",4.2,39,85
2400,"Female",2.8,41,72
2401,"Female",5.8,52,90
2402,"Male",3,70,74
2403,"Male",5,51,82
2404,"Male",4.8,50,92
2405,"Female",4.7,57,90
2406,"Male",1.7,49,75
2407,"Female",4.7,66,88
2408,"Male",3.8,62,80
2409,"Male",3.4,67,81
2410,"Male",2.7,51,80
2411,"Female",2.8,59,80
2412,"Male",3.2,60,75
2413,"Female",6.4,64,98
2414,"Male",5.5,61,92
2415,"Male",4.9,53,85
2416,"Male",7.1,67,100
2417,"Male",6.9,64,99
2418,"Female",5.9,59,98
2419,"Male",2.7,56,81
2420,"Female",6.6,68,98
2421,"Female",4.2,77,94
2422,"Female",4.1,75,85
2423,"Female",4.9,55,78
2424,"Female",4.6,59,83
2425,"Male",3.8,55,73
2426,"Male",5.5,62,97
2427,"Male",3.8,57,85
2428,"Male",3.7,77,85
2429,"Female",4.1,57,88
2430,"Male",3.4,56,81
2431,"Male",4.7,59,90
2432,"Male",4.4,58,89
2433,"Female",4.1,67,83
2434,"Male",5.2,65,94
2435,"Female",1.8,44,68
2436,"Male",4.9,53,83
2437,"Male",5.9,56,97
2438,"Female",5.8,69,100
2439,"Female",7.8,60,100
2440,"Male",3.5,65,77
2441,"Male",3,59,77
2442,"Male",5,56,89
2443,"Male",2,67,86
2444,"Female",6.3,83,95
2445,"Male",2.9,60,80
2446,"Male",5.2,26,83
2447,"Male",4,50,86
2448,"Female",0.9,58,78
2449,"Male",4.9,44,82
2450,"Female",2.8,63,74
2451,"Female",5.9,54,88
2452,"Female",0.8,67,68
2453,"Female",4.3,69,80
2454,"Female",2.9,42,64
2455,"Male",6.2,66,93
2456,"Female",3.4,70,80
2457,"Male",5.9,53,85
2458,"Female",3.8,51,81
2459,"Male",4.7,41,74
2460,"Female",6.7,70,94
2461,"Male",3.5,81,84
2462,"Female",7.2,59,100
2463,"Female",6,71,97
2464,"Female",6.4,72,100
2465,"Male",1.1,61,64
2466,"Male",4.2,60,85
2467,"Male",2.3,81,72
2468,"Female",5.6,56,99
2469,"Male",6.3,48,94
2470,"Male",3.6,72,75
2471,"Male",3.7,54,87
2472,"Female",2.1,45,76
2473,"Male",5.7,57,91
2474,"Male",6.7,52,88
2475,"Male",2,50,71
2476,"Male",1.8,83,79
2477,"Male",6.2,60,100
2478,"Female",6.5,66,98
2479,"Male",5.1,39,74
2480,"Female",4.9,61,90
2481,"Male",3.6,42,79
2482,"Female",5,65,94
2483,"Female",3.8,67,90
2484,"Female",7.6,56,99
2485,"Male",3.8,55,83
2486,"Male",0,73,70
2487,"Female",5.2,49,82
2488,"Female",2.6,63,74
2489,"Female",5.7,65,86
2490,"Female",2.2,67,75
2491,"Male",4.1,59,87
2492,"Female",5.1,62,86
2493,"Female",4.2,50,76
2494,"Female",1.6,69,72
2495,"Female",2.4,54,77
2496,"Female",3.2,50,72
2497,"Female",6.9,56,100
2498,"Female",4.3,52,80
2499,"Female",6.4,71,100
2500,"Male",4.8,54,77
2501,"Female",3.8,84,82
2502,"Female",6.2,58,91
2503,"Female",2.8,69,75
2504,"Male",6.7,54,100
2505,"Female",5.9,62,96
2506,"Female",5,71,98
2507,"Male",5.4,74,87
2508,"Male",4.8,58,90
2509,"Male",3.8,44,79
2510,"Male",4,57,84
2511,"Female",3.6,57,83
2512,"Female",6.4,60,87
2513,"Female",5.4,71,96
2514,"Male",4.3,50,81
2515,"Male",2.8,44,73
2516,"Female",5,68,89
2517,"Male",3,60,82
2518,"Female",3.2,64,85
2519,"Female",7.6,47,96
2520,"Female",2.4,53,74
2521,"Female",3.2,58,87
2522,"Male",3.6,81,77
2523,"Male",3.6,77,87
2524,"Female",2.8,60,86
2525,"Male",4.2,71,85
2526,"Male",2.9,54,72
2527,"Female",6.5,56,95
2528,"Male",4.7,59,82
2529,"Male",5.8,46,80
2530,"Female",2.4,60,72
2531,"Male",4.5,62,75
2532,"Female",5.3,49,82
2533,"Male",4.6,45,83
2534,"Female",4.5,90,98
2535,"Female",2.9,55,76
2536,"Male",3.6,65,82
2537,"Male",3.9,55,81
2538,"Female",3.3,75,87
2539,"Male",5.6,56,82
2540,"Male",7.1,65,98
2541,"Male",6.5,67,100
2542,"Male",5.1,55,84
2543,"Female",4.3,54,77
2544,"Male",5.4,71,94
2545,"Female",3.3,73,86
2546,"Male",4.9,62,90
2547,"Male",4.7,47,86
2548,"Male",1,68,65
2549,"Male",7.3,53,100
2550,"Male",2.5,58,78
2551,"Female",0.6,74,72
2552,"Male",4.5,44,83
2553,"Female",4.7,67,81
2554,"Female",4.5,63,96
2555,"Male",4.7,63,84
2556,"Female",2.7,63,83
2557,"Female",5.4,57,95
2558,"Female",6.6,62,90
2559,"Female",3.2,57,76
2560,"Female",5,62,88
2561,"Female",4.1,54,77
2562,"Male",4.4,63,88
2563,"Male",6,75,97
2564,"Female",4.9,51,82
2565,"Female",7.4,55,95
2566,"Female",4,54,86
2567,"Female",6.7,72,100
2568,"Female",3.8,57,75
2569,"Male",4.2,70,95
2570,"Male",4,59,88
2571,"Male",4.9,54,86
2572,"Female",5.2,68,100
2573,"Male",4.7,54,79
2574,"Female",5.4,55,80
2575,"Male",3.3,55,65
2576,"Female",4.1,70,83
2577,"Female",5.5,81,94
2578,"Male",6.1,47,94
2579,"Female",5,51,92
2580,"Female",5.6,50,89
2581,"Female",5.8,47,87
2582,"Male",5.4,62,88
2583,"Female",4.2,61,89
2584,"Female",4.3,56,80
2585,"Male",5.4,55,88
2586,"Male",3.8,66,81
2587,"Female",4.3,40,76
2588,"Female",4.4,73,89
2589,"Male",2.1,61,75
2590,"Male",5,69,93
2591,"Female",5.4,59,86
2592,"Male",4.4,60,78
2593,"Female",7.2,57,100
2594,"Male",4.2,54,85
2595,"Male",5.4,70,98
2596,"Male",5.3,61,85
2597,"Male",5.7,48,82
2598,"Male",5.1,64,91
2599,"Male",4.2,51,77
2600,"Female",5.3,38,86
2601,"Female",4.9,59,90
2602,"Female",4.9,59,93
2603,"Male",5.6,65,92
2604,"Female",5.7,74,94
2605,"Male",4.5,69,81
2606,"Male",3.9,52,81
2607,"Male",6.5,66,100
2608,"Male",4.6,61,86
2609,"Female",3.9,65,81
2610,"Male",3.1,56,70
2611,"Male",4.9,53,85
2612,"Female",5.1,70,83
2613,"Male",2.8,61,81
2614,"Male",2.5,67,78
2615,"Male",4.8,54,100
2616,"Female",3.3,32,73
2617,"Female",6.5,55,98
2618,"Female",2.8,61,90
2619,"Female",2.2,80,76
2620,"Female",4.4,60,83
2621,"Female",5.2,37,76
2622,"Male",4.7,55,81
2623,"Female",4.3,50,81
2624,"Female",5.1,65,85
2625,"Male",3.3,57,78
2626,"Male",4.8,66,91
2627,"Male",3.2,69,88
2628,"Female",3.3,51,65
2629,"Male",4.7,71,84
2630,"Female",5.1,53,89
2631,"Male",3.2,58,91
2632,"Male",2.2,56,67
2633,"Female",3,39,67
2634,"Male",1.5,56,77
2635,"Male",4.7,39,73
2636,"Female",5.4,45,92
2637,"Female",7.2,62,93
2638,"Male",3.2,63,69
2639,"Female",3.8,67,81
2640,"Male",4.3,53,90
2641,"Male",4.9,65,89
2642,"Male",3.3,71,82
2643,"Male",5.9,55,93
2644,"Male",3.9,66,84
2645,"Female",6,43,99
2646,"Female",2.1,56,76
2647,"Female",4.3,60,86
2648,"Male",5,65,84
2649,"Female",3.8,51,77
2650,"Female",3.8,57,74
2651,"Male",3.5,61,77
2652,"Male",4.7,69,86
2653,"Male",6.4,68,93
2654,"Male",3,58,73
2655,"Male",4.4,63,85
2656,"Female",3.8,63,88
2657,"Female",6.6,52,100
2658,"Male",7.4,84,100
2659,"Female",5.3,62,98
2660,"Male",4.6,65,93
2661,"Male",6.5,47,99
2662,"Female",3.8,58,88
2663,"Male",4.4,58,85
2664,"Male",6.1,68,84
2665,"Male",4.7,65,90
2666,"Female",3.8,58,76
2667,"Female",4.8,65,88
2668,"Female",3.8,64,88
2669,"Female",7.3,70,100
2670,"Female",3.9,71,87
2671,"Female",5.9,65,100
2672,"Male",4.5,48,78
2673,"Female",6.5,57,100
2674,"Female",5.9,56,89
2675,"Male",3.5,75,83
2676,"Male",4.9,58,86
2677,"Male",4.3,53,87
2678,"Female",5.3,80,100
2679,"Male",4.4,76,88
2680,"Male",5.2,59,91
2681,"Male",4.3,65,91
2682,"Male",5.9,49,88
2683,"Female",5,66,90
2684,"Male",2.5,54,72
2685,"Female",4.5,59,88
2686,"Male",4,52,78
2687,"Female",6.2,39,95
2688,"Male",2.8,46,72
2689,"Female",1.4,68,72
2690,"Female",5.2,47,90
2691,"Male",5.9,54,100
2692,"Female",5.2,50,88
2693,"Male",6.5,59,100
2694,"Female",5.9,66,92
2695,"Female",3.1,57,80
2696,"Male",5.9,50,89
2697,"Male",3.6,66,94
2698,"Female",6.2,61,93
2699,"Male",6,74,100
2700,"Male",4.4,59,87
2701,"Female",6.1,70,97
2702,"Male",4.1,56,80
2703,"Male",6,69,92
2704,"Male",1,61,68
2705,"Female",2.9,55,73
2706,"Female",4.7,61,90
2707,"Male",3.7,62,87
2708,"Male",0.5,77,71
2709,"Female",3.2,70,83
2710,"Female",6.9,56,98
2711,"Male",2.7,60,70
2712,"Male",4.8,68,91
2713,"Male",3.8,45,79
2714,"Female",4.5,62,91
2715,"Female",4.2,62,87
2716,"Female",4.3,72,85
2717,"Female",4.3,66,91
2718,"Female",1.2,68,70
2719,"Male",4.5,64,85
2720,"Male",4.7,69,83
2721,"Male",5.1,85,100
2722,"Male",6.6,61,99
2723,"Male",4.6,69,94
2724,"Female",4.9,72,92
2725,"Male",2.4,47,68
2726,"Female",4.6,59,100
2727,"Male",2.2,56,68
2728,"Female",7.5,52,92
2729,"Female",4,52,87
2730,"Male",5,54,85
2731,"Female",5.2,54,91
2732,"Male",2.5,69,71
2733,"Male",5.2,67,93
2734,"Male",2.9,59,69
2735,"Male",5.2,60,87
2736,"Female",3.6,79,83
2737,"Male",3.5,47,78
2738,"Female",5.1,62,89
2739,"Male",5,67,89
2740,"Male",4.1,63,82
2741,"Female",3.4,56,80
2742,"Female",4.8,65,94
2743,"Male",4.4,58,88
2744,"Female",5.9,54,91
2745,"Male",3.6,60,87
2746,"Male",4.3,62,83
2747,"Male",7.9,60,100
2748,"Female",2.6,72,83
2749,"Male",5,69,89
2750,"Female",5.1,68,91
2751,"Female",3.8,53,83
2752,"Female",3.4,69,88
2753,"Female",2.3,61,74
2754,"Female",2.4,68,78
2755,"Female",4.1,64,87
2756,"Male",6.4,56,96
2757,"Male",4.6,62,91
2758,"Female",6.8,55,93
2759,"Male",3.6,57,77
2760,"Male",5.4,77,100
2761,"Male",4.7,74,91
2762,"Male",5,56,80
2763,"Female",4.8,55,85
2764,"Male",5.7,72,100
2765,"Female",4.5,60,78
2766,"Male",6,63,82
2767,"Female",5.2,59,87
2768,"Male",4.5,72,89
2769,"Female",4.3,63,89
2770,"Male",2.6,58,67
2771,"Female",3.5,69,77
2772,"Female",4.1,69,86
2773,"Female",5.9,65,97
2774,"Female",5.7,75,100
2775,"Male",3.3,56,70
2776,"Male",3.8,58,81
2777,"Female",7.1,56,99
2778,"Female",2.4,69,73
2779,"Female",4.8,60,81
2780,"Male",4.9,58,92
2781,"Female",3.7,30,69
2782,"Male",2.4,61,83
2783,"Male",3.9,58,89
2784,"Male",8.5,88,100
2785,"Male",4.3,49,76
2786,"Male",4.2,68,76
2787,"Female",4.8,66,93
2788,"Male",2.7,60,76
2789,"Male",5.6,64,100
2790,"Female",5.6,69,100
2791,"Female",4,58,78
2792,"Male",4.6,54,85
2793,"Male",3.7,54,79
2794,"Female",5.5,38,96
2795,"Female",2,58,81
2796,"Female",4.2,60,83
2797,"Male",5.4,74,90
2798,"Female",7,65,100
2799,"Male",3.1,69,75
2800,"Male",2.8,49,78
2801,"Male",4.3,65,94
2802,"Male",4.4,52,84
2803,"Female",5.6,63,90
2804,"Female",4.3,77,90
2805,"Male",3.6,47,77
2806,"Male",7.3,60,100
2807,"Female",4,59,84
2808,"Female",5.8,66,98
2809,"Male",5.6,80,97
2810,"Male",3.8,38,78
2811,"Female",7,72,97
2812,"Male",2.8,53,83
2813,"Male",3.1,61,80
2814,"Female",6.3,71,100
2815,"Male",2.2,75,81
2816,"Male",5.5,75,98
2817,"Male",4.8,78,99
2818,"Male",5.6,39,84
2819,"Male",5.7,54,86
2820,"Female",3.5,57,82
2821,"Male",3.5,66,85
2822,"Female",5.7,51,91
2823,"Female",5.8,55,91
2824,"Female",2.8,60,74
2825,"Male",2.7,42,67
2826,"Female",2.9,64,72
2827,"Male",4.5,59,81
2828,"Female",4.5,70,86
2829,"Female",8,50,100
2830,"Male",5.3,59,93
2831,"Male",4.3,71,93
2832,"Male",3.7,42,75
2833,"Female",3.7,68,83
2834,"Female",3.6,59,73
2835,"Male",2.9,47,80
2836,"Male",4.8,53,90
2837,"Female",0,51,55
2838,"Female",2.7,62,77
2839,"Male",6,76,92
2840,"Male",4.7,62,94
2841,"Female",5.3,55,87
2842,"Female",3.6,57,74
2843,"Female",6.6,65,100
2844,"Male",4.1,61,83
2845,"Female",5.4,66,93
2846,"Female",4.5,61,79
2847,"Male",5.2,60,90
2848,"Male",3.8,48,78
2849,"Male",6.4,48,92
2850,"Male",3.7,50,74
2851,"Male",8.8,60,100
2852,"Female",4.3,59,82
2853,"Female",4.7,81,93
2854,"Male",3.6,72,87
2855,"Male",5.6,72,100
2856,"Male",4.8,67,94
2857,"Male",5.5,57,89
2858,"Female",5.6,64,86
2859,"Female",3.3,59,71
2860,"Female",5.7,51,91
2861,"Male",2.7,63,82
2862,"Female",4.7,52,98
2863,"Male",5.9,84,100
2864,"Male",2.1,57,74
2865,"Female",3.8,60,82
2866,"Male",3.9,48,78
2867,"Male",1.4,47,67
2868,"Female",4.2,67,84
2869,"Male",6.6,65,100
2870,"Male",2.4,73,71
2871,"Female",2.9,52,72
2872,"Male",3.9,55,80
2873,"Female",4.4,83,93
2874,"Male",4.7,68,93
2875,"Male",4.8,60,82
2876,"Female",4.1,56,85
2877,"Female",8,55,100
2878,"Male",3.8,53,86
2879,"Female",2.5,68,78
2880,"Male",2.2,58,79
2881,"Female",4.2,58,82
2882,"Female",3.7,49,82
2883,"Male",6.1,78,100
2884,"Male",4.2,64,81
2885,"Male",4.6,53,75
2886,"Female",2.1,59,72
2887,"Male",4.1,52,83
2888,"Male",4.1,56,81
2889,"Female",2.4,52,71
2890,"Male",3.1,69,72
2891,"Female",3.2,68,73
2892,"Male",5.7,69,87
2893,"Male",5.3,57,83
2894,"Male",5.5,54,82
2895,"Female",6.6,27,86
